PC1,PC2
3.316750812214778,-1.443462634318007
2.2094649169188436,0.33339288708029713
2.5167401466103825,-1.031151296274319
3.7570656097732065,-2.7563719137107126
1.0089084937957167,-0.8698308214172026
3.05025392241808,-2.122401114634191
2.4490896695962308,-1.174850131649475
2.059436871437914,-1.608963068363507
2.510874297398988,-0.9180709573337781
2.75362818763391,-0.789437673833607
3.4797366827312106,-1.302333237123596
1.7547529012945882,-0.6119772287456328
2.1134623403150945,-0.6757063391426193
3.458156819336723,-1.1306298761729385
4.312783906765562,-2.0959755753412628
2.3051882008279736,-1.6625517299890553
2.171955273741513,-2.327305336191418
1.898971176562762,-1.631368878642837
3.5419850819434693,-2.518343669306647
2.084522204730313,-1.0611379935838603
3.1244025351672007,-0.7868971056508944
1.0865700683322403,-0.24174355133283942
2.5352240799037147,0.09184062072088005
1.6449883412544701,0.516278930067235
1.7615758722693011,0.3171489326843817
0.9900791016088574,-0.9406673381906309
1.7752776281133689,-0.6861751342850239
1.2354239643099048,0.0898070413606386
2.188406334451962,-0.6895696206616231
2.256108981283707,-0.1914619368866658
2.5002200257894254,-1.2408338348969417
2.677411047444015,-1.4718736461032487
1.6285791164309182,-0.052704450575323664
1.9026908622381487,-1.633060434769982
1.4103885265954066,-0.6979343246113556
1.9038262321944868,-0.17671095109545587
1.3848622303748404,-0.6586398536611482
1.12220741044131,-0.1141097602968881
1.5021945006181907,0.7694320064310073
2.5298010923718106,-1.8030019760618279
2.5880954258544038,-0.7796163041925072
0.6684819937541856,-0.16996094061987674
3.070806990412008,-1.1559189566098835
0.46220913751600656,-0.33074213219227566
2.101351930538015,0.0710089209540663
1.136166177561018,-1.7771073929776378
2.7266009636408026,-1.1913346919571846
2.821339274192248,-0.6462585991417045
2.009850850912358,-1.2470294606787602
2.707491304266394,-1.7519674072063378
3.2149174747738227,-0.16699199499679296
2.8589598267172938,-0.7452788039895886
3.5056043559232237,-1.6127338560350108
2.2247913805321735,-1.8751679995630237
2.1469878235638666,-1.01675153775766
2.4693294837977873,-1.329008310649621
2.7415179142774524,-1.4365487835125146
2.173740920965307,-1.212199840697794
3.1393801518289965,-1.7315791159925122
-0.9285819689218571,3.073486163188925
-1.5424801378968804,1.3814435080942276
-1.8362497634669401,0.8299841230557168
0.030606834086679538,1.262786144211401
2.050261607576316,1.925032604650101
-0.6096808271776221,1.9080588050851879
0.9002278387071436,0.7639114736096093
2.2485071907983936,1.8845924845501307
0.1833840266847552,2.4271461147035693
-0.8128050273520715,0.22051398690226945
1.975620498798553,1.4032832253096155
-1.5722162196263008,0.8849831369082215
1.65768180883329,0.9567121974591506
-0.7253723880353569,1.0636454007060945
2.562227173170362,-0.2601985506545929
1.8325675700495478,1.287878197860526
-0.8679929031954134,2.444101185580862
0.37001440429478166,2.153906975156986
-1.4573770449061396,1.3833517690762591
1.2629308497284963,0.7708495299701171
0.37615037193423945,1.027043403355823
0.762063904109598,3.375053809963534
1.034577967165186,1.4507097382440908
-0.49487675568032824,2.38124352676737
-2.5389770842951203,0.08744335730498197
0.8353201453942978,1.4736705514008688
0.7879046149897091,2.0266265224624767
-0.806832155965539,2.2338303908439117
-0.5580426248756826,2.372985428849456
-1.1151110419194474,1.8022471916654534
-0.5557228299517027,2.657540035392292
-1.3492852824437314,2.1180014697848177
-1.564482605719906,1.8522145217655508
-1.9325556106314647,1.5594954568986215
0.7466659419884492,2.3129317092207393
0.9574553638036404,2.2235284346674598
2.543865184199552,-0.16927402279973883
-0.5439525887762291,0.3689265458773187
1.0310497503881477,2.565569348733522
2.251909422148124,1.4327413803542546
1.4102160153374586,2.166191769370384
0.7977197926930392,2.37694880308186
-0.5495317266494659,2.2931286432456246
-0.1611737399485456,1.1644833215600163
-0.6597949416843614,2.679961185989634
0.39235440818508127,2.0987317087655355
-1.772499077960035,1.7172884693761423
-0.36626735735206584,2.1693532978292818
-1.6206725727874804,1.3555833880259571
0.08253578349332645,2.3062345877483237
1.5782750709323816,1.462034290204818
1.4205692478240148,1.41820663763375
-0.2787027536488555,1.9305680886704675
-1.30314496624828,0.7631723136577924
-0.4570718656526247,2.269415607589676
-0.49418584704437507,1.9390450494868325
0.48207440977309235,3.8717838484072384
-0.2528888776532015,2.821492374701592
-0.10722763772912426,1.928922042566959
-2.4330126025502192,1.257141040494391
-0.5510895391746531,2.2221615507766206
0.7396219285682214,1.4089566673657123
1.336321733418331,-0.25333693116830247
-1.1770869962477732,0.6639668398015723
-0.4623350080196814,0.6182881794850411
0.9784740793566469,1.445570498895827
-0.09680972631598662,2.1099979931352255
0.038487145949024554,1.266762109157885
-1.5971585012074714,1.2081435741284876
-0.4795649160831262,1.9388406603940487
-1.792833473031145,1.1502881044421047
-1.3271016561416011,-0.17038923204902762
-2.38450083474353,-0.37458260552469375
-2.9369401021466124,-0.26386183006838004
-2.146811133816064,-0.3682549518864611
-2.3698694883330416,0.45963480923116595
-3.0638415687203544,-0.3534128354584036
-3.9157537837118896,-0.15458251944173276
-3.936463390715964,-0.6596872334097812
-3.0942761177622766,-0.34884275927379704
-2.3744716280069222,-0.291980351559993
-2.778812947632513,-0.28680487288217404
-2.2865612847384695,-0.3725078446852995
-2.9856334874494648,-0.4892179083470119
-2.375194698227108,-0.4823337172448784
-2.209865525595872,-1.160052504157643
-2.625621004692722,-0.5631607642108348
-4.280638778751087,-0.6496709640237077
-3.582641372001104,-1.2727027497273014
-2.8070637200816586,-1.5705337870411973
-2.8996593330239113,-2.0410570079384636
-2.320736976549203,-2.3563660755566724
-2.549830947226135,-2.045283091019523
-1.8125412848422975,-1.5276459462687484
-2.7601446419239495,-2.1389323476426116
-2.737150500667991,-0.40988627088179075
-3.6048688681834244,-1.8023842175839673
-2.8898259968735065,-1.9252186131303428
-3.392156076835721,-1.3118763884735947
-1.0481818968536754,-3.5150896912197283
-1.6099122828479335,-2.4066381595743267
-3.143130966743974,-0.7381610441757978
-2.240156896269542,-1.1754652881188643
-2.8476737761195197,-0.5560439658826734
-2.5974970566487645,-0.6979655372009198
-2.9492993731348434,-1.5553089642839837
-3.5300322663493118,-0.8825267962042366
-2.4061105404785517,-2.5923561750423962
-2.929084726967455,-1.274446947904483
-2.1814127788126196,-2.077537312734514
-2.3809277871356382,-2.5886674324185885
-3.2116172150412488,0.2512491044255908
-3.677918720973816,-0.8477478441497639
-2.465555798040447,-2.1937983036540936
-3.3705241454428605,-2.2162891398611366
-2.601955851224738,-1.7572293509792742
-2.6778394608645018,-2.760899131674546
-2.3870170912797186,-2.297346679712818
-3.2087581641980214,-2.7689195660475723
